id_tabungan,counter_tabungan,tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target,status,keterangan
TAB-0836,53,2024-11-30,,6510000.0,65345,3656240,2853760,Belum Selesai,Cash
TAB-0836,54,2024-12-17,   beli kamera analog/mirrorless  ,6510000.0,75154,3731394,2778606,belum selesai,Cash
TAB-0836,55,17/01/2025,BELI KAMERA ANALOG/MIRRORLESS,6510000.0,67595,3798989,2711011,SELESAI,Via ATM
TAB-0836,56,25/01/2025,Beli Kamera Analog/Mirrorless,6510000.0,61874,3860863,2649137,Belum Selesai,Transfer
TAB-0836,57,2025-02-18,   beli kamera analog/mirrorless  ,6510000.0,72831,3933694,2576306,Selsai,Cash
TAB-0836,58,2025-02-28,BELI KAMERA ANALOG/MIRRORLESS,,52485,3986179,2523821,Belum Selesai,Cash
TAB-0836,59,Lupa nyatet,   beli kamera analog/mirrorless  ,,Rp. 79.850,4066029,2443971,Belum Selesai,Via ATM
TAB-0836,60,15-Apr-25,Beli Kamera Analog/Mirrorless,6510000.0,70540,4136569,2373431,SELESAI,Cash
TAB-0836,61,2025-05-01,BELI KAMERA ANALOG/MIRRORLESS,6510000.0,69724,4206293,2303707,Belum Selesai,Via ATM
TAB-0836,62,2025-05-29,Beli Kamera Analog/Mirrorless,6510000.0,67547,4273840,2236160,Belum Selesai,nan
TAB-0836,63,2025-06-07,Beli Kamera Analog/Mirrorless,6510000.0,77825,4351665,2158335,Belum Selesai,Transfer
TAB-0836,64,2025-07-05,Beli Kamera Analog/Mirrorless,6510000.0,68206,4419871,2090129,Belum Selesai,nan
TAB-0836,65,29-Jul-25,Beli Kamera Analog/Mirrorless,6510000.0,65020,4484891,2025109,Belum Selesai,Transfer
TAB-0836,66,Bulan lalu,BELI KAMERA ANALOG/MIRRORLESS,6510000.0,57715,4542606,1967394,Belum Selesai,Transfer
TAB-0836,67,2025-09-17,Beli Kamera Analog/Mirrorless,651000000.0,69981,4612587,1897413,Belm Selesai,Cash
TAB-0836,68,2025-10-09,Beli Kamera Analog/Mirrorless,6510000.0,73768,4686355,1823645,Belum Selesai,Via ATM
TAB-0836,69,2025-10-25,BELI KAMERA ANALOG/MIRRORLESS,6510000.0,56348,4742703,1767297,Belum Selesai,nan
TAB-0836,70,23/11/2025,Beli Kamera Analog/Mirrorless,6510000.0,63k,4805788,1704212,Belum Selesai,Via ATM
TAB - 0836,71,05/12/2025,Beli Kamera Analog/Mirrorless,651000000.0,59179,4864967,1645033,Belum Selesai,Cash
TAB-0836,72,2025-12-21,Beli Kamera Analog/Mirrorless,,79k,4944323,1565677,Belum Selesai,Transfer
tb_0836,73,04/01/2026,Beli Kamera Analog/Mirrorless,6510000.0,66456,5010779,1499221,Belum Selesai,Cash
TAB-0836,74,2026-01-28,BELI KAMERA ANALOG/MIRRORLESS,6510000.0,69944,5080723,1429277,Belum Selesai,Transfer
TAB-0836,75,2026-02-20,   beli kamera analog/mirrorless  ,,Rp. 67.083,5147806,1362194,Blm selese,nan
TAB-0836,76,2026-03-01,   beli kamera analog/mirrorless  ,6510000.0,66411,5214217,1295783,Belum Selesai,nan
TAB-0836,77,2026-03-20,Beli Kamera Analog/Mirrorless,6510000.0,74059,5288276,1221724,Selsai,Via ATM
tb_0836,78,2026-04-12,Beli Kamera Analog/Mirrorless,6510000.0,64736,5353012,1156988,Blm selese,Transfer
TAB-0836,79,2026-04-26,Beli Kamera Analog/Mirrorless,6510000.0,Rp. 79.418,5432430,1077570,Belm Selesai,nan
TAB-0836,80,2026-05-07,,6510000.0,73461,5505891,1004109,Belum Selesai,Transfer
TAB-0836,81,2026-05-18,BELI KAMERA ANALOG/MIRRORLESS,6510000.0,66915,5572806,937194,Belum Selesai,Cash
tb_0836,82,2026-06-04,Beli Kamera Analog/Mirrorless,6510000.0,65245,5638051,871949,Belum Selesai,Transfer
TAB-0836,83,30-Jun-26,BELI KAMERA ANALOG/MIRRORLESS,6510000.0,75751,5713802,796198,Belum Selesai,nan
TAB - 0836,84,2026-07-29,,6510000.0,68836,5782638,727362,SELESAI,nan
TAB-0836,85,19-Aug-26,Beli Kamera Analog/Mirrorless,6510000.0,55737,5838375,671625,Belum Selesai,Via ATM
TAB - 0836,86,Lupa nyatet,   beli kamera analog/mirrorless  ,6510000.0,73162,5911537,598463,SELESAI,nan
TAB-0836,87,2026-09-21,Beli Kamera Analog/Mirrorless,6510000.0,68449,5979986,530014,Belum Selesai,nan
TAB-0836,88,2026-10-12,Beli Kamera Analog/Mirrorless,6510000.0,46962 rupiah,6026948,483052,Belum Selesai,nan
TAB-0836,89,2026-11-05,Beli Kamera Analog/Mirrorless,6510000.0,65515,6092463,417537,Belum Selesai,Via ATM
TAB-0836,90,2026-11-20,,6510000.0,63494,6155957,354043,Selsai,Cash
TAB-0836,91,2026-12-20,   beli kamera analog/mirrorless  ,6510000.0,65120,6221077,288923,Belum Selesai,nan
TAB - 0836,92,10-Jan-27,,6510000.0,61526,6282603,227397,Belum Selesai,nan
TAB-0836,93,2027-01-31,,6510000.0,73358,6355961,154039,Belum Selesai,nan
TAB-0836,94,Lupa nyatet,Beli Kamera Analog/Mirrorless,,60832,6416793,93207,Belum Selesai,Transfer
TAB-0836,95,2027-03-13,BELI KAMERA ANALOG/MIRRORLESS,6510000.0,72798,6489591,20409,Belum Selesai,Via ATM
TAB-0836,96,2027-04-02,Beli Kamera Analog/Mirrorless,6510000.0,20409,6510000,0,Selesai,Cash
TAB-0837,1,2020-12-22,Beli Motor Bekas,7110000.0,174189,174189,6935811,Belum Selesai,Cash
TAB-0837,2,02/01/2021,,7110000.0,159352,333541,6776459,Belum Selesai,Cash
TAB-0837,3,Bulan lalu,   beli motor bekas  ,7110000.0,165085 rupiah,498626,6611374,Belum Selesai,Cash
TAB-0837,4,2021-02-05,BELI MOTOR BEKAS,711000000.0,152402,651028,6458972,Belum Selesai,Cash
TAB-0837,5,2021-03-03,   beli motor bekas  ,7110000.0,164719,815747,6294253,Belum Selesai,Cash
TAB-0837,6,30/03/2021,Beli Motor Bekas,7110000.0,138348,954095,6155905,Belum Selesai,Cash
TAB-0838,1,22/09/2021,Liburan ke Bali/Jogja,,323742,323742,2836258,Belum Selesai,Transfer
TAB-0838,2,2021-10-18,Liburan ke Bali/Jogja,3160000.0,365304,689046,2470954,belum selesai,Cash
TAB - 0838,3,2021-11-10,Liburan ke Bali/Jogja,3160000.0,383958,1073004,2086996,Selsai,Transfer
TAB-0838,4,2021-11-26,Liburan ke Bali/Jogja,3160000.0,259095,1332099,1827901,Belum Selesai,Via ATM
TAB-0838,5,2021-12-05,Liburan ke Bali/Jogja,3160000.0,263903,1596002,1563998,Belum Selesai,Cash
TAB-0839,1,2020-05-06,   uang kondangan temen  ,320000.0,35575,35575,284425,Belum Selesai,Via ATM
TAB-0839,2,2020-06-05,Uang Kondangan Temen,320000.0,25249,60824,259176,Belum Selesai,Transfer
TAB-0839,3,25/06/2020,Uang Kondangan Temen,320000.0,29k,90453,229547,Belm Selesai,Cash
tb_0839,4,2020-07-19,Uang Kondangan Temen,320000.0,25733,116186,203814,Belum Selesai,Via ATM
TAB-0839,5,Kemarin,Uang Kondangan Temen,320000.0,28609 rupiah,144795,175205,Belum Selesai,nan
TAB-0839,6,2020-09-05,Uang Kondangan Temen,320000.0,31908,176703,143297,Belum Selesai,Transfer
tb_0839,7,2020-09-21,   uang kondangan temen  ,320000.0,27587,204290,115710,Belum Selesai,Cash
TAB-0839,8,2020-10-14,Uang Kondangan Temen,320000.0,32001,236291,83709,Belum Selesai,Transfer
TAB-0839,9,2020-11-09,Uang Kondangan Temen,320000.0,31330,267621,52379,BELUM SELESAI,Transfer
TAB-0839,10,2020-12-04,,320000.0,27222,294843,25157,Belum Selesai,Transfer
TAB-0839,11,2020-12-31,UANG KONDANGAN TEMEN,320000.0,23590 rupiah,318433,1567,Belum Selesai,Cash
TAB-0839,12,2021-01-07,Uang Kondangan Temen,320000.0,1567,320000,0,Selsai,Transfer
TAB-0840,1,2022-02-07,Upgrade HP Baru,6210000.0,59115,59115,6150885,Belum Selesai,Transfer
TAB-0840,2,2022-02-24,UPGRADE HP BARU,6210000.0,81422,140537,6069463,Belum Selesai,Transfer
TAB-0840,3,2022-03-21,Upgrade HP Baru,6210000.0,73738,214275,5995725,Belum Selesai,nan
TAB-0840,4,Lupa nyatet,Upgrade HP Baru,6210000.0,72864,287139,5922861,Belum Selesai,Cash
TAB-0840,5,2022-05-10,Upgrade HP Baru,6210000.0,79081,366220,5843780,Belum Selesai,Via ATM
TAB-0840,6,2022-05-20,Upgrade HP Baru,6210000.0,72841,439061,5770939,Belum Selesai,Via ATM
tb_0840,7,2022-05-31,Upgrade HP Baru,6210000.0,75024,514085,5695915,Belum Selesai,Cash
TAB-0840,8,10-Jun-22,Upgrade HP Baru,6210000.0,71583,585668,5624332,Belum Selesai,Cash
TAB-0840,9,2022-07-02,Upgrade HP Baru,6210000.0,71154,656822,5553178,BELUM SELESAI,Via ATM
TAB - 0840,10,2022-07-20,UPGRADE HP BARU,6210000.0,65955,722777,5487223,Belum Selesai,Via ATM
TAB-0840,11,2022-08-20,   upgrade hp baru  ,6210000.0,73818,796595,5413405,Belum Selesai,nan
TAB-0840,12,2022-09-03,Upgrade HP Baru,6210000.0,80651,877246,5332754,Belum Selesai,nan
TAB-0840,13,2022-09-10,Upgrade HP Baru,6210000.0,65240,942486,5267514,Belum Selesai,Transfer
TAB - 0840,14,2022-10-03,Upgrade HP Baru,6210000.0,64922,1007408,5202592,Belum Selesai,Transfer
TAB-0840,15,2022-10-25,,6210000.0,67987,1075395,5134605,Belum Selesai,nan
TAB-0840,16,07-Nov-22,Upgrade HP Baru,6210000.0,60702,1136097,5073903,Selsai,Cash
TAB - 0840,17,24-Nov-22,Upgrade HP Baru,6210000.0,71999,1208096,5001904,Belum Selesai,Cash
TAB - 0840,18,2022-12-03,   upgrade hp baru  ,6210000.0,71605,1279701,4930299,Belum Selesai,Via ATM
TAB - 0840,19,2022-12-24,Upgrade HP Baru,6210000.0,81325,1361026,4848974,BELUM SELESAI,nan
TAB-0840,20,14-Jan-23,   upgrade hp baru  ,6210000.0,75153,1436179,4773821,BELUM SELESAI,Cash
TAB-0840,21,2023-02-05,Upgrade HP Baru,6210000.0,73459,1509638,4700362,Belum Selesai,Via ATM
TAB-0840,22,2023-03-05,Upgrade HP Baru,6210000.0,74562,1584200,4625800,Belum Selesai,Transfer
TAB-0840,23,Bulan lalu,Upgrade HP Baru,6210000.0,75753,1659953,4550047,Belum Selesai,nan
TAB-0840,24,2023-04-13,Upgrade HP Baru,6210000.0,67250,1727203,4482797,Belum Selesai,Cash
TAB-0840,25,26/04/2023,Upgrade HP Baru,6210000.0,76739,1803942,4406058,Belum Selesai,nan
TAB-0840,26,2023-05-19,Upgrade HP Baru,6210000.0,70351,1874293,4335707,Belum Selesai,Via ATM
TAB-0840,27,2023-06-10,   upgrade hp baru  ,6210000.0,68759,1943052,4266948,Belum Selesai,nan
TAB-0840,28,2023-07-06,Upgrade HP Baru,6210000.0,67578,2010630,4199370,Blm selese,nan
TAB - 0840,29,19-Jul-23,   upgrade hp baru  ,6210000.0,72937,2083567,4126433,Belum Selesai,Transfer
TAB-0840,30,2023-08-11,UPGRADE HP BARU,6210000.0,67411 rupiah,2150978,4059022,Belum Selesai,nan
TAB-0840,31,2023-08-19,Upgrade HP Baru,6210000.0,59724,2210702,3999298,Belum Selesai,Via ATM
TAB-0840,32,2023-09-11,Upgrade HP Baru,6210000.0,68308,2279010,3930990,Selsai,Via ATM
TAB-0840,33,Lupa nyatet,Upgrade HP Baru,6210000.0,83428,2362438,3847562,Belum Selesai,Cash
TAB-0840,34,2023-10-17,UPGRADE HP BARU,6210000.0,60200,2422638,3787362,Selsai,Transfer
TAB-0840,35,2023-10-29,Upgrade HP Baru,6210000.0,65462,2488100,3721900,Belum Selesai,Cash
TAB-0840,36,05-Nov-23,Upgrade HP Baru,6210000.0,75329,2563429,3646571,Belum Selesai,nan
TAB-0840,37,2023-11-21,Upgrade HP Baru,6210000.0,87365,2650794,3559206,Belum Selesai,Via ATM
TAB-0840,38,2023-11-28,Upgrade HP Baru,6210000.0,88938,2739732,3470268,Belum Selesai,nan
tb_0840,39,2023-12-25,Upgrade HP Baru,6210000.0,81465,2821197,3388803,Belum Selesai,nan
TAB-0840,40,2024-01-05,Upgrade HP Baru,,82431,2903628,3306372,Belum Selesai,Via ATM
TAB-0840,41,2024-02-04,   upgrade hp baru  ,6210000.0,74789,2978417,3231583,Belum Selesai,Transfer
tb_0840,42,2024-03-01,   upgrade hp baru  ,,71148,3049565,3160435,belum selesai,Cash
TAB-0840,43,2024-03-16,UPGRADE HP BARU,6210000.0,63301,3112866,3097134,Belum Selesai,Cash
TAB-0840,44,2024-03-23,   upgrade hp baru  ,6210000.0,69228,3182094,3027906,Belum Selesai,nan
tb_0840,45,2024-04-01,Upgrade HP Baru,6210000.0,63142,3245236,2964764,Belum Selesai,Via ATM
TAB-0840,46,Lupa nyatet,UPGRADE HP BARU,6210000.0,65262,3310498,2899502,Belum Selesai,Transfer
TAB - 0840,47,2024-05-23,Upgrade HP Baru,6210000.0,77838,3388336,2821664,Belum Selesai,Cash
TAB-0840,48,2024-05-30,Upgrade HP Baru,6210000.0,73440,3461776,2748224,Belum Selesai,Transfer
TAB-0840,49,2024-06-17,UPGRADE HP BARU,,69962,3531738,2678262,Belum Selesai,Transfer
TAB-0840,50,2024-07-02,UPGRADE HP BARU,6210000.0,Rp. 79.836,3611574,2598426,Belum Selesai,Via ATM
TAB-0840,51,11-Jul-24,Upgrade HP Baru,6210000.0,72180,3683754,2526246,Belum Selesai,nan
TAB-0840,52,2024-07-23,Upgrade HP Baru,6210000.0,70027 rupiah,3753781,2456219,Belum Selesai,Via ATM
TAB-0840,53,2024-08-02,Upgrade HP Baru,621000000.0,Rp. 61.779,3815560,2394440,Belm Selesai,nan
TAB-0840,54,2024-08-26,Upgrade HP Baru,6210000.0,62142,3877702,2332298,Belum Selesai,nan
TAB-0840,55,2024-09-06,Upgrade HP Baru,6210000.0,80828,3958530,2251470,Belum Selesai,nan
TAB-0840,56,2024-09-25,Upgrade HP Baru,6210000.0,70945,4029475,2180525,Belum Selesai,Transfer
TAB-0840,57,08/10/2024,Upgrade HP Baru,6210000.0,71383,4100858,2109142,BELUM SELESAI,Transfer
TAB-0840,58,2024-10-15,,6210000.0,70825,4171683,2038317,Belum Selesai,Transfer
TAB - 0840,59,2024-11-02,Upgrade HP Baru,6210000.0,58663,4230346,1979654,Belum Selesai,nan
TAB - 0840,60,2024-11-20,   upgrade hp baru  ,6210000.0,70918,4301264,1908736,Belum Selesai,Transfer
tb_0840,61,2024-12-19,Upgrade HP Baru,6210000.0,73913,4375177,1834823,Belum Selesai,Via ATM
tb_0840,62,2025-01-19,Upgrade HP Baru,6210000.0,80124,4455301,1754699,Belum Selesai,nan
TAB-0840,63,09-Feb-25,Upgrade HP Baru,6210000.0,85223,4540524,1669476,Belum Selesai,Cash
TAB-0840,64,10-Mar-25,Upgrade HP Baru,6210000.0,77278,4617802,1592198,Belum Selesai,Transfer
TAB-0840,65,2025-04-01,UPGRADE HP BARU,6210000.0,62570,4680372,1529628,Belum Selesai,nan
TAB-0840,66,2025-04-26,Upgrade HP Baru,6210000.0,78726,4759098,1450902,Belum Selesai,Via ATM
tb_0840,67,19/05/2025,Upgrade HP Baru,6210000.0,64876,4823974,1386026,Belum Selesai,Transfer
TAB-0840,68,2025-05-29,Upgrade HP Baru,6210000.0,70063,4894037,1315963,Blm selese,Transfer
TAB-0840,69,2025-06-24,Upgrade HP Baru,6210000.0,67631,4961668,1248332,Belum Selesai,Transfer
TAB-0840,70,2025-07-20,Upgrade HP Baru,6210000.0,59548 rupiah,5021216,1188784,Belum Selesai,Cash
TAB-0840,71,2025-08-11,Upgrade HP Baru,6210000.0,71333,5092549,1117451,Belum Selesai,nan
TAB-0840,72,28/08/2025,Upgrade HP Baru,6210000.0,65697,5158246,1051754,Blm selese,nan
TAB - 0840,73,2025-09-14,UPGRADE HP BARU,6210000.0,72580,5230826,979174,BELUM SELESAI,Cash
TAB - 0840,74,2025-10-13,UPGRADE HP BARU,6210000.0,68089,5298915,911085,Belum Selesai,nan
TAB-0840,75,2025-11-01,Upgrade HP Baru,6210000.0,80899,5379814,830186,selesai,nan
TAB-0840,76,2025-11-21,Upgrade HP Baru,6210000.0,69164,5448978,761022,Belum Selesai,Transfer
TAB-0840,77,2025-12-08,   upgrade hp baru  ,6210000.0,Rp. 67.759,5516737,693263,Belum Selesai,Via ATM
TAB-0840,78,2025-12-30,Upgrade HP Baru,6210000.0,60881,5577618,632382,Belm Selesai,Cash
TAB-0840,79,Bulan lalu,Upgrade HP Baru,6210000.0,66786,5644404,565596,Belum Selesai,nan
TAB-0840,80,2026-01-30,   upgrade hp baru  ,6210000.0,75701,5720105,489895,Belum Selesai,nan
TAB-0840,81,2026-02-20,UPGRADE HP BARU,6210000.0,61186,5781291,428709,Belum Selesai,Cash
TAB-0840,82,2026-03-14,Upgrade HP Baru,6210000.0,Rp. 70.394,5851685,358315,Belum Selesai,Transfer
TAB-0840,83,2026-04-03,,6210000.0,57077,5908762,301238,Belum Selesai,Via ATM
TAB-0840,84,2026-04-26,Upgrade HP Baru,6210000.0,71673,5980435,229565,Belum Selesai,Via ATM
TAB - 0840,85,Kemarin,Upgrade HP Baru,6210000.0,64286,6044721,165279,Belum Selesai,Transfer
TAB-0840,86,2026-06-02,Upgrade HP Baru,,58841,6103562,106438,SELESAI,nan
TAB - 0840,87,2026-06-09,Upgrade HP Baru,6210000.0,75704,6179266,30734,Belum Selesai,Via ATM
TAB-0840,88,2026-07-06,,6210000.0,30734,6210000,0,selesai,Cash
tb_0841,1,2022-05-18,   dana darurat  ,7500000.0,866565,866565,6633435,Belum Selesai,Cash
TAB-0841,2,03-Jun-22,   dana darurat  ,7500000.0,692419,1558984,5941016,Belum Selesai,nan
TAB-0841,3,2022-07-03,   dana darurat  ,7500000.0,Rp. 580.292,2139276,5360724,Belum Selesai,nan
tb_0841,4,2022-07-24,Dana Darurat,7500000.0,683886,2823162,4676838,Belum Selesai,Transfer
TAB-0841,5,2022-08-06,Dana Darurat,7500000.0,678054,3501216,3998784,Belum Selesai,Via ATM
TAB-0841,6,2022-09-05,DANA DARURAT,7500000.0,723705,4224921,3275079,Belum Selesai,Cash
TAB - 0841,7,05/10/2022,Dana Darurat,7500000.0,Rp. 715.119,4940040,2559960,Belum Selesai,nan
TAB-0841,8,16-Oct-22,Dana Darurat,7500000.0,Rp. 779.358,5719398,1780602,Belum Selesai,nan
TAB-0841,9,2022-11-16,DANA DARURAT,7500000.0,790247,6509645,990355,Belum Selesai,nan
TAB-0841,10,2022-12-16,Dana Darurat,7500000.0,797923,7307568,192432,Belum Selesai,Transfer
TAB-0841,11,2023-01-16,DANA DARURAT,,192432,7500000,0,Selesai,Via ATM
TAB-0842,1,13/11/2021,   modal nikah/tunangan  ,85780000.0,9752809,9752809,76027191,Belum Selesai,Via ATM
TAB-0842,2,2021-12-13,Modal Nikah/Tunangan,85780000.0,6867602,16620411,69159589,Selsai,Cash
TAB-0842,3,2021-12-30,   modal nikah/tunangan  ,85780000.0,11155295,27775706,58004294,Belum Selesai,Transfer
TAB-0842,4,2022-01-08,Modal Nikah/Tunangan,85780000.0,8466920,36242626,49537374,Belum Selesai,nan
tb_0842,5,2022-02-01,Modal Nikah/Tunangan,85780000.0,8815696,45058322,40721678,SELESAI,Transfer
TAB-0842,6,2022-02-20,Modal Nikah/Tunangan,,7561065,52619387,33160613,Belum Selesai,Cash
TAB-0842,7,2022-03-11,Modal Nikah/Tunangan,85780000.0,Rp. 8.936.425,61555812,24224188,Belum Selesai,nan
TAB-0842,8,2022-04-11,Modal Nikah/Tunangan,85780000.0,8423965,69979777,15800223,Belum Selesai,Cash
TAB-0842,9,2022-04-26,,85780000.0,8705972,78685749,7094251,Belum Selesai,Via ATM
tb_0842,10,08-May-22,Modal Nikah/Tunangan,85780000.0,7094251,85780000,0,Selesai,Via ATM
TAB-0843,1,21/01/2022,Beli Game Steam/PS,33000000.0,131080,131080,198920,Belum Selesai,Cash
tb_0843,2,20-Feb-22,,330000.0,130793 rupiah,261873,68127,Belum Selesai,Via ATM
TAB-0843,3,2022-03-07,Beli Game Steam/PS,330000.0,68127,330000,0,Selesai,Cash
TAB-0844,1,2022-01-28,   monitor external  ,1240000.0,96994,96994,1143006,Blm selese,Transfer
TAB-0844,2,2022-02-11,Monitor External,1240000.0,88466,185460,1054540,Belum Selesai,Via ATM
TAB-0844,3,2022-03-14,Monitor External,1240000.0,95k,280746,959254,Belum Selesai,Via ATM
TAB-0844,4,13/04/2022,Monitor External,1240000.0,80168,360914,879086,Belum Selesai,Via ATM
TAB-0844,5,2022-05-09,Monitor External,1240000.0,87551,448465,791535,Belum Selesai,Cash
TAB-0845,1,Lupa nyatet,Modal Nikah/Tunangan,85780000.0,9071996,9071996,76708004,Belum Selesai,Cash
tb_0845,2,2023-01-03,   modal nikah/tunangan  ,85780000.0,9077840,18149836,67630164,Belum Selesai,Cash
TAB-0845,3,2023-01-31,Modal Nikah/Tunangan,85780000.0,8090587,26240423,59539577,Belum Selesai,nan
TAB-0845,4,2023-02-27,Modal Nikah/Tunangan,85780000.0,7985k,34226300,51553700,Blm selese,Transfer
TAB-0845,5,19/03/2023,,85780000.0,7735655,41961955,43818045,Belum Selesai,Transfer
TAB-0846,1,24-May-22,DANA DARURAT,7500000.0,121472,121472,7378528,Belum Selesai,nan
tb_0846,2,2022-06-21,Dana Darurat,7500000.0,101567,223039,7276961,Belum Selesai,Transfer
TAB-0846,3,2022-07-03,DANA DARURAT,,88216,311255,7188745,Belum Selesai,Cash
TAB-0846,4,2022-07-18,,7500000.0,101057,412312,7087688,Belum Selesai,Transfer
TAB-0846,5,2022-08-13,Dana Darurat,7500000.0,102621,514933,6985067,Belum Selesai,nan
TAB-0847,1,2020-02-20,Kursus Bootcamp IT/Data Science,5290000.0,71215,71215,5218785,Belum Selesai,nan
TAB-0847,2,09-Mar-20,   kursus bootcamp it/data science  ,5290000.0,66170,137385,5152615,selesai,nan
TAB - 0847,3,2020-03-31,   kursus bootcamp it/data science  ,5290000.0,65837,203222,5086778,Belum Selesai,Via ATM
tb_0847,4,Bulan lalu,KURSUS BOOTCAMP IT/DATA SCIENCE,,73305,276527,5013473,Belum Selesai,Cash
TAB-0847,5,2020-05-08,,,77175,353702,4936298,Belum Selesai,Via ATM
TAB-0847,6,06/06/2020,Kursus Bootcamp IT/Data Science,,78610,432312,4857688,Belum Selesai,Via ATM
TAB - 0847,7,2020-06-28,KURSUS BOOTCAMP IT/DATA SCIENCE,5290000.0,66287,498599,4791401,Belum Selesai,Via ATM
TAB - 0847,8,2020-07-15,   kursus bootcamp it/data science  ,5290000.0,71998,570597,4719403,Belum Selesai,nan
TAB-0847,9,2020-07-22,Kursus Bootcamp IT/Data Science,5290000.0,63376,633973,4656027,Belum Selesai,Transfer
TAB - 0847,10,2020-08-12,Kursus Bootcamp IT/Data Science,5290000.0,68932,702905,4587095,Belum Selesai,Via ATM
TAB-0848,1,2022-05-14,   sewa server/vps tahunan  ,2440000.0,236532,236532,2203468,Belum Selesai,Cash
TAB-0848,2,2022-06-04,Sewa Server/VPS Tahunan,,232884,469416,1970584,Belum Selesai,Cash
TAB-0848,3,2022-06-15,Sewa Server/VPS Tahunan,2440000.0,236897 rupiah,706313,1733687,Belum Selesai,Via ATM
TAB-0848,4,2022-07-09,Sewa Server/VPS Tahunan,2440000.0,242495,948808,1491192,Belum Selesai,Transfer
tb_0848,5,2022-08-02,Sewa Server/VPS Tahunan,2440000.0,255k,1204709,1235291,belum selesai,Transfer
TAB-0848,6,2022-08-10,Sewa Server/VPS Tahunan,2440000.0,271502,1476211,963789,Belum Selesai,nan
TAB-0848,7,2022-08-24,,2440000.0,223511,1699722,740278,Belum Selesai,nan
TAB-0848,8,2022-09-17,Sewa Server/VPS Tahunan,2440000.0,204135,1903857,536143,belum selesai,Via ATM
TAB-0848,9,28-Sep-22,   sewa server/vps tahunan  ,2440000.0,242147,2146004,293996,Belum Selesai,nan
TAB-0848,10,2022-10-08,Sewa Server/VPS Tahunan,2440000.0,223560,2369564,70436,Belum Selesai,Cash
TAB-0848,11,30-Oct-22,Sewa Server/VPS Tahunan,2440000.0,70436,2440000,0,Selesai,Transfer
TAB-0849,1,28/03/2022,UANG KONDANGAN TEMEN,400000.0,37723,37723,362277,Belum Selesai,Cash
TAB-0849,2,2022-04-06,Uang Kondangan Temen,400000.0,41512,79235,320765,Belum Selesai,nan
TAB-0849,3,2022-04-26,Uang Kondangan Temen,400000.0,38647,117882,282118,Belm Selesai,Cash
tb_0849,4,2022-05-22,UANG KONDANGAN TEMEN,400000.0,44038,161920,238080,Belum Selesai,Cash
TAB-0849,5,03/06/2022,UANG KONDANGAN TEMEN,400000.0,42417,204337,195663,Belum Selesai,nan
TAB - 0849,6,2022-06-26,Uang Kondangan Temen,400000.0,46024,250361,149639,Belum Selesai,nan
TAB-0849,7,16/07/2022,   uang kondangan temen  ,,36243,286604,113396,Belum Selesai,Transfer
TAB-0849,8,2022-08-02,Uang Kondangan Temen,400000.0,38303,324907,75093,Belum Selesai,Cash
TAB-0849,9,2022-08-25,UANG KONDANGAN TEMEN,400000.0,38185,363092,36908,Belum Selesai,nan
TAB-0849,10,2022-09-06,Uang Kondangan Temen,400000.0,36908,400000,0,Selesai,Transfer
TAB-0850,1,2022-02-09,DP Motor Baru,4460000.0,470140,470140,3989860,Belum Selesai,Cash
TAB-0850,2,2022-02-23,   dp motor baru  ,4460000.0,390617,860757,3599243,Belum Selesai,nan
TAB-0850,3,2022-03-09,,4460000.0,382661,1243418,3216582,Belm Selesai,nan
TAB-0850,4,2022-03-23,DP Motor Baru,4460000.0,498545,1741963,2718037,Belum Selesai,Via ATM
TAB-0850,5,2022-04-21,,4460000.0,483k,2225603,2234397,Belum Selesai,Transfer
TAB-0850,6,13/05/2022,DP Motor Baru,4460000.0,Rp. 481.505,2707108,1752892,Belum Selesai,nan
TAB - 0850,7,04/06/2022,DP Motor Baru,4460000.0,526420,3233528,1226472,Belum Selesai,Transfer
TAB-0850,8,16/06/2022,DP Motor Baru,,415966,3649494,810506,Belum Selesai,Via ATM
tb_0850,9,2022-07-15,   dp motor baru  ,4460000.0,434829,4084323,375677,Belum Selesai,Transfer
TAB-0850,10,2022-08-05,   dp motor baru  ,4460000.0,375677,4460000,0,Blm selese,Transfer
TAB-0851,1,2021-10-20,Beli Hewan Qurban,,441310,441310,4018690,Belum Selesai,nan
tb_0851,2,01/11/2021,Beli Hewan Qurban,4460000.0,473526,914836,3545164,Belum Selesai,nan
TAB-0851,3,2021-11-14,Beli Hewan Qurban,4460000.0,406223,1321059,3138941,BELUM SELESAI,Transfer
TAB-0851,4,2021-11-29,Beli Hewan Qurban,4460000.0,438370,1759429,2700571,Belum Selesai,Via ATM
TAB - 0851,5,2021-12-10,Beli Hewan Qurban,4460000.0,404646,2164075,2295925,Belum Selesai,Cash
TAB-0851,6,2022-01-09,Beli Hewan Qurban,4460000.0,469511,2633586,1826414,Belum Selesai,Transfer
TAB-0851,7,2022-01-26,,4460000.0,497639,3131225,1328775,selesai,Via ATM
TAB-0851,8,2022-02-23,Beli Hewan Qurban,4460000.0,398867,3530092,929908,Belum Selesai,Transfer
TAB-0851,9,2022-03-20,Beli Hewan Qurban,4460000.0,503082 rupiah,4033174,426826,Belum Selesai,Cash
TAB-0851,10,2022-04-06,Beli Hewan Qurban,4460000.0,426826,4460000,0,selesai,nan
